Predicted Cotherapy,Relationship,dme,Drugs with labeled DME,DME pathway intermediate,Intermediate node count,PMID,Notes
Aspirin,Activates,Gastric Ulcer,Ibuprofen,TP53,5,30073231,
Cysteamine,Activates,Gastric Ulcer,Pramipexole,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Ropinirole,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Caffeine,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Paroxetine,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Clozapine,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Hyoscyamine,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Atropine,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Diphenhydramine,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Scopolamine,"NPY2R,SST",5|10,30184768,
Cysteamine,Activates,Gastric Ulcer,Cabergoline,"NPY2R,SST",5|10,30184768,
Epinephrine,Activates,Gastric Ulcer,Pramipexole,ADRB3,7,23201077,
Epinephrine,Activates,Gastric Ulcer,Ropinirole,ADRB3,7,23201077,
Epinephrine,Activates,Gastric Ulcer,Caffeine,ADRB3,7,23201077,
Epinephrine,Activates,Gastric Ulcer,Clozapine,ADRB3,7,23201077,
Epinephrine,Activates,Gastric Ulcer,Pseudoephedrine,ADRB3,7,23201077,
Epinephrine,Activates,Gastric Ulcer,Cabergoline,ADRB3,7,23201077,
Epinephrine,Activates,Gastric Ulcer,Metoprolol,ADRB3,7,23201077,
Histamine,Activates,Gastric Ulcer,Pramipexole,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Ropinirole,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Caffeine,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Atropine,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Clozapine,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Hyoscyamine,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Paroxetine,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Diphenhydramine,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Scopolamine,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Cabergoline,"HRH3,HRH2",10|1,29142437,
Histamine,Activates,Gastric Ulcer,Pramipexole,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Ropinirole,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Caffeine,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Atropine,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Clozapine,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Hyoscyamine,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Paroxetine,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Diphenhydramine,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Scopolamine,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Cabergoline,"HRH3,HRH2",10|1,28615015,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Pramipexole,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Ropinirole,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Caffeine,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Atropine,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Clozapine,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Hyoscyamine,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Paroxetine,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Diphenhydramine,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Scopolamine,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Histamine,Activates,Gastric Ulcer,Cabergoline,"HRH3,HRH2",10|1,28139747,histamine receptor antagonists prevent gastric ulcers
Low-dose aspirin,Activates,Gastric Ulcer,Meloxicam,TP53,5,29739175,
Low-dose aspirin,Activates,Gastric Ulcer,Nabumetone,TP53,5,29739175,
Low-dose aspirin,Activates,Gastric Ulcer,Caffeine,TP53,5,29739175,
Low-dose aspirin,Activates,Gastric Ulcer,Thalidomide,TP53,5,29739175,
Low-dose aspirin,Activates,Gastric Ulcer,Ibuprofen,TP53,5,29739175,
Acetylcysteine,Induces,Hemorrhage,Glucosamine,CHUK,3,27083693,NAC leads to less bleeding than enoxoparin
Acetylcysteine,Induces,Hemorrhage,Auranofin,CHUK,3,27083693,NAC leads to less bleeding than enoxoparin
Aspirin,Induces,Hemorrhage,Bromfenac,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Meloxicam,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Mefenamic acid,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Ketoprofen,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Tolmetin,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Thalidomide,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Etanercept,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Nabumetone,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Fenoprofen,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Auranofin,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Meclofenamic acid,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Piroxicam,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Oxaprozin,"TP53,NFKBIA",12|1,30023457,
Aspirin,Induces,Hemorrhage,Bromfenac,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Meloxicam,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Mefenamic acid,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Ketoprofen,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Tolmetin,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Thalidomide,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Etanercept,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Nabumetone,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Fenoprofen,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Auranofin,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Meclofenamic acid,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Piroxicam,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Oxaprozin,"TP53,NFKBIA",12|1,27064261,
Aspirin,Induces,Hemorrhage,Bromfenac,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Meloxicam,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Mefenamic acid,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Ketoprofen,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Tolmetin,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Thalidomide,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Etanercept,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Nabumetone,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Fenoprofen,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Auranofin,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Meclofenamic acid,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Piroxicam,"TP53,NFKBIA",12|1,24733305,
Aspirin,Induces,Hemorrhage,Oxaprozin,"TP53,NFKBIA",12|1,24733305,
Dexamethasone,Induces,Hemorrhage,Olanzapine,ANXA1,4,30062141,
Dexamethasone,Induces,Hemorrhage,Aripiprazole,ANXA1,4,30062141,
Dexamethasone,Induces,Hemorrhage,Quetiapine,ANXA1,4,30062141,
Dexamethasone,Induces,Hemorrhage,Ketoprofen,ANXA1,4,30062141,
Ketamine,Activates,Hemorrhage,Epinephrine,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Risperidone,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Phenylephrine,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Bivalirudin,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Quetiapine,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Aripiprazole,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Olanzapine,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Goserelin,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Carvedilol,"OPRD1,TACR1,OPRK1",3|9|3,26764276,Ketamine alone was associated with glomerular hemmorage as an anesthetic
Ketamine,Activates,Hemorrhage,Epinephrine,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Risperidone,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Phenylephrine,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Bivalirudin,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Quetiapine,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Aripiprazole,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Olanzapine,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Goserelin,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Ketamine,Activates,Hemorrhage,Carvedilol,"OPRD1,TACR1,OPRK1",3|9|3,25614402,Ketamine had the lowest effect on pulmonary hemmorhage compared to other anaesthetics tested
Low-dose aspirin,Activates,Hemorrhage,Bromfenac,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Meloxicam,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Mefenamic acid,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Ketoprofen,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Tolmetin,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Thalidomide,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Etanercept,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Nabumetone,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Fenoprofen,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Auranofin,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Meclofenamic acid,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Piroxicam,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Oxaprozin,"TP53,NFKBIA",12|1,28797987,Increased bleeding in LDA users following gastrointestinal endoscopic mucosal dissection.
Low-dose aspirin,Activates,Hemorrhage,Bromfenac,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Meloxicam,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Mefenamic acid,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Ketoprofen,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Tolmetin,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Thalidomide,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Etanercept,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Nabumetone,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Fenoprofen,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Auranofin,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Meclofenamic acid,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Piroxicam,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Low-dose aspirin,Activates,Hemorrhage,Oxaprozin,"TP53,NFKBIA",12|1,28930849,LDA was a risk factor for colonic diverticular bleeding
Plasmin,Activates,Hemorrhage,Glucosamine,CHUK,3,29729197,Excessive plasmin activity and subsequent ECM degradation cause hepatic sinusoidal fragility and hemorrhage in developing embryos
Plasmin,Activates,Hemorrhage,Auranofin,CHUK,3,29729197,Excessive plasmin activity and subsequent ECM degradation cause hepatic sinusoidal fragility and hemorrhage in developing embryos
Plasmin,Activates,Hemorrhage,Glucosamine,CHUK,3,30253023,A plasmin inhibitor is used to treat hemorrhage
Plasmin,Activates,Hemorrhage,Auranofin,CHUK,3,30253023,A plasmin inhibitor is used to treat hemorrhage
Recombinant urokinase,Activates,Hemorrhage,Aprotinin,PLAU,13,28283876,serine protease purified from Lumbrineris nipponica had greater fibrinolytic activity than urokinase
Recombinant urokinase,Activates,Hemorrhage,Tenecteplase,PLAU,13,28283876,serine protease purified from Lumbrineris nipponica had greater fibrinolytic activity than urokinase
Recombinant urokinase,Activates,Hemorrhage,Alteplase,PLAU,13,28283876,serine protease purified from Lumbrineris nipponica had greater fibrinolytic activity than urokinase
Recombinant urokinase,Activates,Hemorrhage,Reteplase,PLAU,13,28283876,serine protease purified from Lumbrineris nipponica had greater fibrinolytic activity than urokinase
Sirolimus,Activates,Hemorrhage,Pazopanib,FGF2,9,29527996,Caused alveolar hemorrhage in renal transplant patients.
Sirolimus,Activates,Hemorrhage,Sorafenib,FGF2,9,29527996,Caused alveolar hemorrhage in renal transplant patients.
Sirolimus,Activates,Hemorrhage,Thalidomide,FGF2,9,29527996,Caused alveolar hemorrhage in renal transplant patients.
Sirolimus,Activates,Hemorrhage,Regorafenib,FGF2,9,29527996,Caused alveolar hemorrhage in renal transplant patients.
Sirolimus,Activates,Hemorrhage,Dasatinib,FGF2,9,29527996,Caused alveolar hemorrhage in renal transplant patients.
Sirolimus,Activates,Hemorrhage,Ponatinib,FGF2,9,29527996,Caused alveolar hemorrhage in renal transplant patients.
Sirolimus,Activates,Hemorrhage,Pazopanib,FGF2,9,29571951,"Used to manage deep thrombocytopenia, sirolimus seems efficient in hemorrhagic complications refractory to usual treatment (compared to heparin)"
Sirolimus,Activates,Hemorrhage,Sorafenib,FGF2,9,29571951,"Used to manage deep thrombocytopenia, sirolimus seems efficient in hemorrhagic complications refractory to usual treatment (compared to heparin)"
Sirolimus,Activates,Hemorrhage,Thalidomide,FGF2,9,29571951,"Used to manage deep thrombocytopenia, sirolimus seems efficient in hemorrhagic complications refractory to usual treatment (compared to heparin)"
Sirolimus,Activates,Hemorrhage,Regorafenib,FGF2,9,29571951,"Used to manage deep thrombocytopenia, sirolimus seems efficient in hemorrhagic complications refractory to usual treatment (compared to heparin)"
Sirolimus,Activates,Hemorrhage,Dasatinib,FGF2,9,29571951,"Used to manage deep thrombocytopenia, sirolimus seems efficient in hemorrhagic complications refractory to usual treatment (compared to heparin)"
Sirolimus,Activates,Hemorrhage,Ponatinib,FGF2,9,29571951,"Used to manage deep thrombocytopenia, sirolimus seems efficient in hemorrhagic complications refractory to usual treatment (compared to heparin)"
Sirolimus,Activates,Hemorrhage,Pazopanib,FGF2,9,30070028,Sirolimus  was effective in hemostatic complications such as thrombocytopenia
Sirolimus,Activates,Hemorrhage,Sorafenib,FGF2,9,30070028,Sirolimus  was effective in hemostatic complications such as thrombocytopenia
Sirolimus,Activates,Hemorrhage,Thalidomide,FGF2,9,30070028,Sirolimus  was effective in hemostatic complications such as thrombocytopenia
Sirolimus,Activates,Hemorrhage,Regorafenib,FGF2,9,30070028,Sirolimus  was effective in hemostatic complications such as thrombocytopenia
Sirolimus,Activates,Hemorrhage,Dasatinib,FGF2,9,30070028,Sirolimus  was effective in hemostatic complications such as thrombocytopenia
Sirolimus,Activates,Hemorrhage,Ponatinib,FGF2,9,30070028,Sirolimus  was effective in hemostatic complications such as thrombocytopenia
Sirolimus,Activates,Hemorrhage,Pazopanib,FGF2,9,26849007,"Sirolimus has side effects on lugs, and may cause  […] diffuse alveolar hemorrhage […]"
Sirolimus,Activates,Hemorrhage,Sorafenib,FGF2,9,26849007,"Sirolimus has side effects on lugs, and may cause  […] diffuse alveolar hemorrhage […]"
Sirolimus,Activates,Hemorrhage,Thalidomide,FGF2,9,26849007,"Sirolimus has side effects on lugs, and may cause  […] diffuse alveolar hemorrhage […]"
Sirolimus,Activates,Hemorrhage,Regorafenib,FGF2,9,26849007,"Sirolimus has side effects on lugs, and may cause  […] diffuse alveolar hemorrhage […]"
Sirolimus,Activates,Hemorrhage,Dasatinib,FGF2,9,26849007,"Sirolimus has side effects on lugs, and may cause  […] diffuse alveolar hemorrhage […]"
Sirolimus,Activates,Hemorrhage,Ponatinib,FGF2,9,26849007,"Sirolimus has side effects on lugs, and may cause  […] diffuse alveolar hemorrhage […]"
Thrombomodulin alfa,Activates,Hemorrhage,Bivalirudin,F5,7,30067306,Recombinant human soluble thrombomodulin (ART-123) is an anticoagulant 
Thrombomodulin alfa,Activates,Hemorrhage,Sevoflurane,F5,7,30067306,Recombinant human soluble thrombomodulin (ART-123) is an anticoagulant 
Thrombomodulin alfa,Activates,Hemorrhage,Methotrexate,F5,7,30067306,Recombinant human soluble thrombomodulin (ART-123) is an anticoagulant 
Thrombomodulin alfa,Activates,Hemorrhage,Dabigatran etexilate,F5,7,30067306,Recombinant human soluble thrombomodulin (ART-123) is an anticoagulant 
Thrombomodulin alfa,Activates,Hemorrhage,Desflurane,F5,7,30067306,Recombinant human soluble thrombomodulin (ART-123) is an anticoagulant 
Thrombomodulin alfa,Activates,Hemorrhage,Bivalirudin,F5,7,28229162,Recombinant human soluble thrombomodulin (ART-123) is a novel anticoagulant for patients
Thrombomodulin alfa,Activates,Hemorrhage,Sevoflurane,F5,7,28229162,Recombinant human soluble thrombomodulin (ART-123) is a novel anticoagulant for patients
Thrombomodulin alfa,Activates,Hemorrhage,Methotrexate,F5,7,28229162,Recombinant human soluble thrombomodulin (ART-123) is a novel anticoagulant for patients
Thrombomodulin alfa,Activates,Hemorrhage,Dabigatran etexilate,F5,7,28229162,Recombinant human soluble thrombomodulin (ART-123) is a novel anticoagulant for patients
Thrombomodulin alfa,Activates,Hemorrhage,Desflurane,F5,7,28229162,Recombinant human soluble thrombomodulin (ART-123) is a novel anticoagulant for patients
Tinzaparin,Activates,Hemorrhage,Ketoprofen,CXCL12,8,30099852,Is an anticoagulant not associated with major bleeding
Tinzaparin,Activates,Hemorrhage,Risperidone,CXCL12,8,30099852,Is an anticoagulant not associated with major bleeding
Tinzaparin,Activates,Hemorrhage,Quetiapine,CXCL12,8,30099852,Is an anticoagulant not associated with major bleeding
Tinzaparin,Activates,Hemorrhage,Prasugrel,CXCL12,8,30099852,Is an anticoagulant not associated with major bleeding
Tinzaparin,Activates,Hemorrhage,Pentoxifylline,CXCL12,8,30099852,Is an anticoagulant not associated with major bleeding
Tinzaparin,Activates,Hemorrhage,Aripiprazole,CXCL12,8,30099852,Is an anticoagulant not associated with major bleeding
Tinzaparin,Activates,Hemorrhage,Olanzapine,CXCL12,8,30099852,Is an anticoagulant not associated with major bleeding
Tinzaparin,Activates,Hemorrhage,Ketoprofen,CXCL12,8,29088922,Tinzaparin decreases occurrence of venous thromboembolism 
Tinzaparin,Activates,Hemorrhage,Risperidone,CXCL12,8,29088922,Tinzaparin decreases occurrence of venous thromboembolism 
Tinzaparin,Activates,Hemorrhage,Quetiapine,CXCL12,8,29088922,Tinzaparin decreases occurrence of venous thromboembolism 
Tinzaparin,Activates,Hemorrhage,Prasugrel,CXCL12,8,29088922,Tinzaparin decreases occurrence of venous thromboembolism 
Tinzaparin,Activates,Hemorrhage,Pentoxifylline,CXCL12,8,29088922,Tinzaparin decreases occurrence of venous thromboembolism 
